402.827,0.304184,0.228301,0.212274,0.196525,0.178476,0.169465,0.157954
402.778,0.46707,0.351899,0.327196,0.30292,0.2751,0.26121,0.243468
402.729,0.710287,0.537199,0.499487,0.462428,0.419959,0.398756,0.37167
402.68,1.06977,0.81219,0.755175,0.699145,0.634936,0.602879,0.561928
402.631,1.59572,1.21615,1.13078,1.04688,0.950735,0.902734,0.841415
402.583,2.35737,1.80353,1.67692,1.5525,1.40992,1.33874,1.2478
402.534,3.44909,2.6489,2.46294,2.28021,2.0708,1.96624,1.83269
402.485,4.9979,3.85313,3.58264,3.31682,3.01221,2.86013,2.66585
402.436,7.17261,5.55096,5.16128,4.77834,4.3395,4.12041,3.84053
402.387,10.1947,7.92006,7.36408,6.8177,6.19157,5.87897,5.47964
402.338,14.3508,11.1917,10.406,9.63397,8.7492,8.30746,7.74317
402.289,20.0071,15.6628,14.5633,13.4828,12.2445,11.6263,10.8366
402.24,27.6248,21.7095,20.1855,18.6878,16.9716,16.1147,15.0201
402.191,37.7764,29.8013,27.7093,25.6534,23.2974,22.1212,20.6186
402.143,51.1621,40.5161,37.6719,34.8768,31.6738,30.0746,28.0318
402.094,68.625,54.554,50.7243,46.9608,42.6481,40.4948,37.7442
402.045,91.1638,72.7498,67.6428,62.624,56.8728,54.0013,50.3332
401.996,119.941,96.0823,89.3373,82.7089,75.1131,71.3207,66.4762
401.947,156.287,125.679,116.856,108.186,98.2502,93.2896,86.9529
401.898,201.688,162.812,151.382,140.15,127.279,120.853,112.644
401.849,257.778,208.889,194.225,179.814,163.301,155.056,144.524
401.8,326.301,265.431,246.798,228.487,207.503,197.026,183.643
401.751,409.068,334.037,310.588,287.544,261.136,247.952,231.11
401.703,507.903,416.336,387.11,358.388,325.474,309.042,288.05
401.654,624.556,513.925,477.848,442.394,401.765,381.481,355.568
401.605,760.621,628.293,584.187,540.843,491.173,466.374,434.695
401.556,917.427,760.729,707.326,654.846,594.706,564.68,526.324
401.507,1095.93,912.231,848.192,785.261,713.144,677.138,631.143
401.458,1296.57,1083.39,1007.34,932.599,846.951,804.189,749.564
401.409,1519.22,1274.3,1184.85,1096.94,996.197,945.9,881.649
401.36,1762.98,1484.45,1380.24,1277.84,1160.48,1101.89,1027.04
401.311,2026.2,1712.64,1592.41,1474.26,1338.87,1271.27,1184.92
401.263,2306.34,1956.92,1819.54,1684.54,1529.84,1452.6,1353.93
401.214,2599.99,2214.55,2059.08,1906.31,1731.24,1643.83,1532.17
401.165,2902.85,2482.01,2307.77,2136.55,1940.33,1842.37,1717.22
401.116,3209.85,2755.04,2561.64,2371.58,2153.78,2045.04,1906.13
401.067,3515.21,3028.73,2816.11,2607.17,2367.73,2248.19,2095.48
401.018,3812.63,3297.6,3066.11,2838.62,2577.92,2447.77,2281.5
400.969,4095.47,3555.83,3306.22,3060.91,2779.8,2639.45,2460.17
400.92,4357.02,3797.45,3530.87,3268.9,2968.69,2818.8,2627.33
400.871,4590.72,4016.51,3734.55,3457.46,3139.94,2981.4,2778.89
400.823,4790.48,4207.38,3912.02,3621.77,3289.15,3123.09,2910.95
400.774,4950.89,4364.96,4058.54,3757.42,3412.35,3240.06,3019.98
400.725,5067.5,4484.94,4170.09,3860.69,3506.14,3329.11,3102.98
400.676,5137.01,4563.92,4243.53,3928.69,3567.88,3387.74,3157.63
400.627,5157.44,4599.67,4276.77,3959.46,3595.83,3414.28,3182.36
400.578,5128.18,4591.14,4268.84,3952.12,3589.16,3407.95,3176.46
400.529,5050.09,4538.6,4219.99,3906.89,3548.09,3368.95,3140.11
400.48,4925.4,4443.54,4131.6,3825.06,3473.77,3298.38,3074.34
400.432,4757.63,4308.66,4006.19,3708.95,3368.33,3198.27,2981.02
400.383,4551.4,4137.73,3847.26,3561.81,3234.7,3071.39,2862.76
400.334,4312.27,3935.39,3659.13,3387.64,3076.52,2921.19,2722.77
400.285,4046.45,3706.98,3446.75,3191.02,2897.96,2751.65,2564.74
400.236,3760.52,3458.27,3215.5,2976.93,2703.53,2567.03,2392.67
400.187,3461.21,3195.24,2970.94,2750.51,2497.91,2371.79,2210.69
400.138,3155.11,2923.85,2718.6,2516.89,2285.75,2170.34,2022.92
400.089,2848.44,2649.8,2463.78,2280.98,2071.5,1966.91,1833.31
400.04,2546.86,2378.36,2211.4,2047.32,1859.3,1765.43,1645.51
399.992,2255.34,2114.21,1965.79,1819.94,1652.8,1569.35,1462.75
399.943,1977.98,1861.33,1730.67,1602.26,1455.11,1381.64,1287.8
399.894,1718.07,1622.96,1509.02,1397.06,1268.76,1204.7,1122.87
399.845,1477.97,1401.51,1303.12,1206.44,1095.64,1040.32,969.659
399.796,1259.2,1198.65,1114.5,1031.81,937.052,889.742,829.305
399.747,1062.51,1015.3,944.024,873.982,793.717,753.643,702.451
399.698,887.924,851.729,791.938,733.18,665.846,632.228,589.284
399.649,734.895,707.646,657.969,609.151,553.208,525.277,489.597
399.6,602.395,582.286,541.41,501.24,455.207,432.224,402.865
399.552,489.039,474.53,441.218,408.482,370.968,352.238,328.312
399.503,393.198,382.999,356.112,329.69,299.412,284.295,264.984
399.454,313.102,306.152,284.66,263.54,239.337,227.253,211.817
399.405,246.926,242.372,225.358,208.637,189.476,179.91,167.689
399.356,192.866,190.036,176.695,163.585,148.562,141.061,131.48
399.307,149.193,147.569,137.209,127.029,115.363,109.538,102.098
399.258,114.301,113.49,105.523,97.694,88.722,84.2425,78.5203
399.209,86.7272,86.443,80.3747,74.4114,67.5776,64.1656,59.8071
399.16,65.173,65.209,60.6313,56.1328,50.9777,48.4039,45.116
399.112,48.505,48.7182,45.2982,41.9373,38.0859,36.163,33.7066
399.063,35.753,36.048,33.5175,31.0307,28.1809,26.758,24.9405
399.014,26.1002,26.4167,24.5622,22.7398,20.6515,19.6088,18.2768
398.965,18.8704,19.1726,17.8267,16.504,14.9883,14.2316,13.2649
398.916,13.5122,13.7813,12.8139,11.8631,10.7736,10.2297,9.53484
398.867,9.58245,9.81083,9.12211,8.4453,7.6697,7.28246,6.7878
398.818,6.73028,6.91715,6.43157,5.95438,5.40754,5.13452,4.78576
398.769,4.68162,4.83009,4.49102,4.15781,3.77597,3.58532,3.34179
398.72,3.22527,3.34033,3.10584,2.87541,2.61133,2.47949,2.31107
398.672,2.2006,2.28787,2.12726,1.96943,1.78856,1.69826,1.5829
398.623,1.48704,1.55195,1.443,1.33594,1.21325,1.15199,1.07374
398.574,0.995204,1.04263,0.969439,0.897512,0.815086,0.773933,0.721363
398.525,0.65964,0.69373,0.645031,0.597173,0.542329,0.514948,0.47997
398.476,0.43302,0.457148,0.425056,0.393519,0.357379,0.339335,0.316286
398.427,0.281524,0.298352,0.277408,0.256825,0.233239,0.221463,0.20642
