403.609,,,0.212032,1.05523,1.43272,1.43793,1.43793,1.43793,1.56835,1.13392
403.56,,,0.304701,1.51647,2.05895,2.06644,2.06644,2.06644,2.25385,1.62956
403.511,,,0.433667,2.15838,2.93049,2.94116,2.94116,2.94116,3.20788,2.31936
403.462,,,0.611292,3.04254,4.13092,4.14596,4.14596,4.14596,4.52192,3.26948
403.413,,,0.853396,4.24774,5.76724,5.78825,5.78825,5.78825,6.31308,4.56462
403.365,,,1.17995,5.87348,7.97452,8.00358,8.00358,8.00358,8.72919,6.31171
403.316,,,1.6158,8.04362,10.9209,10.9607,10.9607,10.9607,11.9543,8.64389
403.267,,,2.19143,10.9101,14.8127,14.8667,14.8667,14.8667,16.2141,11.7245
403.218,,,2.94362,14.6565,19.8992,19.9718,19.9718,19.9718,21.7814,15.7509
403.169,,,3.9161,19.5012,26.4766,26.5733,26.5733,26.5733,28.9805,20.9579
403.12,,,5.15996,25.6996,34.892,35.0195,35.0195,35.0195,38.1906,27.6202
403.071,,,6.73384,33.5455,45.5437,45.7104,45.7104,45.7104,49.8477,36.0539
403.022,,,8.70377,43.3702,58.8818,59.0976,59.0976,59.0976,64.4437,46.6157
402.974,,,11.1426,55.5404,75.4037,75.6805,75.6805,75.6805,82.5221,59.7004
402.925,,,14.1287,70.4531,95.6482,96.0001,96.0001,96.0001,104.671,75.7361
402.876,,,17.7447,88.5281,120.185,120.628,120.628,120.628,131.512,95.1758
402.827,,,22.0745,110.198,149.599,150.153,150.153,150.153,163.683,118.487
402.778,,,27.201,135.893,184.476,185.162,185.162,185.162,201.821,146.137
402.729,,,33.2021,166.031,225.38,226.222,226.222,226.222,246.533,178.58
402.68,,,40.1467,200.994,272.827,273.853,273.853,273.853,298.381,216.236
402.631,,,48.091,241.117,327.27,328.51,328.51,328.51,357.842,259.476
402.582,,,57.0737,286.668,389.068,390.555,390.555,390.555,425.295,308.604
402.534,,,67.1122,337.838,458.474,460.247,460.247,460.247,500.993,363.847
402.485,,,78.1999,394.731,535.622,537.722,537.722,537.722,585.049,425.347
402.436,,,90.3034,457.364,620.525,622.999,622.999,622.999,677.437,493.16
402.387,,,103.362,525.675,713.085,715.986,715.986,715.986,777.995,567.272
402.338,,,117.291,599.544,813.121,816.509,816.509,816.509,886.452,647.618
402.289,,,131.98,678.821,920.407,924.354,924.354,924.354,1002.47,734.12
402.24,,,147.305,763.372,1034.73,1039.32,1039.32,1039.32,1125.71,826.738
402.191,,,163.132,853.134,1155.98,1161.31,1161.31,1161.31,1255.91,925.535
402.142,,,179.328,948.181,1284.21,1290.4,1290.4,1290.4,1392.95,1030.74
402.094,,,195.772,1048.8,1419.76,1426.94,1426.94,1426.94,1536.99,1142.86
402.045,,,212.371,1155.54,1563.32,1571.69,1571.69,1571.69,1688.59,1262.7
401.996,,,229.068,1269.34,1716.09,1725.84,1725.84,1725.84,1848.74,1391.52
401.947,,,245.856,1391.52,1879.78,1891.18,1891.18,1891.18,2019.03,1531.03
401.898,,,262.79,1523.85,2056.73,2070.08,2070.08,2070.08,2201.65,1683.47
401.849,,,279.989,1668.59,2249.89,2265.54,2265.54,2265.54,2399.46,1851.58
401.8,,,297.644,1828.4,2462.8,2481.18,2481.18,2481.18,2615.94,2038.63
401.751,,,316.012,2006.37,2699.52,2721.11,2721.11,2721.11,2855.12,2248.28
401.702,,,335.408,2205.81,2964.48,2989.83,2989.83,2989.83,3121.44,2484.51
401.654,,,356.192,2430.21,3262.3,3292.01,3292.01,3292.01,3419.57,2751.39
401.605,,,378.749,2682.95,3597.49,3632.23,3632.23,3632.23,3754.11,3052.88
401.556,,,403.463,2967.12,3974.18,4014.66,4014.66,4014.66,4129.31,3392.55
401.507,,,430.685,3285.24,4395.76,4442.72,4442.72,4442.72,4548.69,3773.28
401.458,,,460.708,3639.02,4864.5,4918.72,4918.72,4918.72,5014.71,4196.93
401.409,,,493.726,4029.01,5381.22,5443.44,5443.44,5443.44,5528.33,4664.06
401.36,,,529.809,4454.45,5944.92,6015.86,6015.86,6015.86,6088.72,5173.57
401.311,,,568.873,4912.97,6552.51,6632.83,6632.83,6632.83,6692.95,5722.53
401.262,,,610.661,5400.5,7198.61,7288.87,7288.87,7288.87,7335.79,6305.97
401.214,,,654.729,5911.18,7875.46,7976.1,7976.1,7976.1,8009.57,6916.8
401.165,,,700.444,6437.35,8572.95,8684.25,8684.25,8684.25,8704.26,7545.88
401.116,,,746.995,6969.74,9278.78,9400.83,9400.83,9400.83,9407.62,8182.12
401.067,,,793.412,7497.65,9978.75,10111.4,10111.4,10111.4,10105.5,8812.8
401.018,,,838.597,8009.29,10657.2,10800.2,10800.2,10800.2,10782.1,9423.93
400.969,,,881.368,8492.21,11297.7,11450.4,11450.4,11450.4,11421,10000.8
400.92,,,920.505,8933.78,11883.3,12045,12045,12045,12005.3,10528.4
400.871,,,954.807,9321.72,12397.9,12567.5,12567.5,12567.5,12518.7,10992.3
400.822,,,983.149,9644.64,12826.2,13002.6,13002.6,13002.6,12945.9,11379.2
400.774,,,1004.54,9892.57,13155.2,13336.8,13336.8,13336.8,13273.6,11677.3
400.725,,,1018.15,10057.5,13373.9,13559.4,13559.4,13559.4,13491.1,11877.2
400.676,,,1023.41,10133.5,13474.9,13662.7,13662.7,13662.7,13590.7,11972.4
400.627,,,1019.97,10117.5,13453.9,13642.3,13642.3,13642.3,13568.1,11959.2
400.578,,,1007.78,10009.1,13310.3,13497.9,13497.9,13497.9,13422.8,11837.4
400.529,,,987.044,9810.47,13047.2,13232.5,13232.5,13232.5,13158,11610
400.48,,,958.259,9526.66,12671.5,12853.1,12853.1,12853.1,12780.6,11283.3
400.431,,,922.16,9165.07,12192.8,12369.8,12369.8,12369.8,12300.5,10866.3
400.383,,,879.698,8735.17,11624,11795.5,11795.5,11795.5,11730.6,10370.8
400.334,,,831.998,8248.09,10979.9,11145.5,11145.5,11145.5,11086.1,9810.24
400.285,,,780.304,7716.09,10277,10436.3,10436.3,10436.3,10383.6,9199.75
400.236,,,725.928,7152.06,9532.42,9685.72,9685.72,9685.72,9640.58,8555.05
400.187,,,670.197,6568.97,8763.59,8911.36,8911.36,8911.36,8874.75,7891.99
400.138,,,614.401,5979.42,7987.35,8130.43,8130.43,8130.43,8103.21,7225.96
400.089,,,559.744,5395.14,7219.42,7358.95,7358.95,7358.95,7341.92,6571.32
400.04,,,507.309,4826.69,6473.91,6611.31,6611.31,6611.31,6605.24,5940.94
399.991,,,458.023,4283.13,5762.94,5899.87,5899.87,5899.87,5905.46,5345.84
399.943,,,412.635,3771.87,5096.4,5234.69,5234.69,5234.69,5252.6,4794.97
399.894,,,371.706,3298.57,4481.82,4623.4,4623.4,4623.4,4654.24,4295.04
399.845,,,335.603,2867.14,3924.34,4071.2,4071.2,4071.2,4115.51,3850.49
399.796,,,304.503,2479.8,3426.84,3580.91,3580.91,3580.91,3639.16,3463.6
399.747,,,278.406,2137.25,2990.08,3153.19,3153.19,3153.19,3225.72,3134.56
399.698,,,257.152,1838.81,2612.96,2786.75,2786.75,2786.75,2873.81,2861.71
399.649,,,240.442,1582.68,2292.8,2478.66,2478.66,2478.66,2580.32,2641.84
399.6,,,227.86,1366.14,2025.67,2224.67,2224.67,2224.67,2340.83,2470.39
399.551,,,218.903,1185.8,1806.68,2019.5,2019.5,2019.5,2149.88,2341.82
399.503,,,213.006,1037.8,1630.29,1857.21,1857.21,1857.21,2001.29,2249.9
399.454,,,209.567,918.053,1490.63,1731.49,1731.49,1731.49,1888.51,2187.98
399.405,,,207.974,822.407,1381.72,1635.9,1635.9,1635.9,1804.88,2149.31
399.356,,,207.624,746.797,1297.71,1564.15,1564.15,1564.15,1743.85,2127.24
399.307,,,207.948,687.375,1233.06,1510.27,1510.27,1510.27,1699.23,2115.5
399.258,,,208.427,640.602,1182.68,1468.8,1468.8,1468.8,1665.36,2108.35
399.209,,,208.602,603.316,1142.05,1434.87,1434.87,1434.87,1637.2,2100.71
399.16,,,208.09,572.773,1107.26,1404.33,1404.33,1404.33,1610.48,2088.33
399.111,,,206.589,546.663,1075.09,1373.77,1373.77,1373.77,1581.69,2067.8
399.063,,,203.88,523.115,1042.97,1340.53,1340.53,1340.53,1548.15,2036.61
399.014,,,199.827,500.673,1008.98,1302.69,1302.69,1302.69,1507.97,1993.14
398.965,,,194.378,478.27,971.835,1259.03,1259.03,1259.03,1460.01,1936.61
398.916,,,187.55,455.192,930.79,1208.97,1208.97,1208.97,1403.82,1867.02
398.867,,,179.431,431.027,885.587,1152.48,1152.48,1152.48,1339.56,1785.09
398.818,,,170.158,405.623,836.377,1090.01,1090.01,1090.01,1267.89,1692.06
398.769,,,159.915,379.031,783.636,1022.38,1022.38,1022.38,1189.87,1589.66
398.72,,,148.914,351.46,728.081,950.654,950.654,950.654,1106.84,1479.93
398.671,,,137.384,323.23,670.589,876.103,876.103,876.103,1020.35,1365.09
398.623,,,125.561,294.727,612.125,800.07,800.07,800.07,932.005,1247.45
398.574,,,113.674,266.367,553.67,723.901,723.901,723.901,843.414,1129.24
398.525,,,101.938,238.563,496.172,648.879,648.879,648.879,756.097,1012.57
398.476,,,90.5439,211.7,440.495,576.167,576.167,576.167,671.431,899.343
398.427,,,79.6566,186.116,387.387,506.767,506.767,506.767,590.595,791.171
398.378,,,69.4088,162.09,337.459,441.495,441.495,441.495,514.551,689.366
398.329,,,59.9006,139.833,291.174,380.967,380.967,380.967,444.023,594.918
398.28,,,51.1997,119.488,248.843,325.599,325.599,325.599,379.5,508.495
398.231,,,43.343,101.132,210.635,275.616,275.616,275.616,321.249,430.46
398.183,,,36.34,84.7794,176.588,231.072,231.072,231.072,269.334,360.907
398.134,,,30.176,70.3913,146.627,191.871,191.871,191.871,223.644,299.688
398.085,,,24.817,57.8857,120.582,157.791,157.791,157.791,183.923,246.464
398.036,,,20.2136,47.1456,98.2119,128.52,128.52,128.52,149.804,200.747
397.987,,,16.3061,38.03,79.2243,103.674,103.674,103.674,120.844,161.939
397.938,,,13.0275,30.3826,63.2941,82.8279,82.8279,82.8279,96.5458,129.379
397.889,,,10.3082,24.04,50.0816,65.5379,65.5379,65.5379,76.3925,102.372
397.84,,,8.07809,18.8388,39.2465,51.3591,51.3591,51.3591,59.8654,80.2249
397.792,,,6.26964,14.6212,30.4601,39.8611,39.8611,39.8611,46.4631,62.2649
397.743,,,4.81929,11.2388,23.4137,30.64,30.64,30.64,35.7148,47.8612
